bloc,hassaniya_ar,hassaniya_norm,pulaar,english,sentiment,nuance
source_brute,گال الذيب <<انت اتنازع أمالك ؟ >>,گال الذيب <<انت اتنازع امالك ؟ >>,,,,non
source_brute,جاوب القاضي لاه نولد,جاوب القاضي لاه نولد,,,,non
source_brute,گال الذيب سابگ يتخمم :<< گطيت شفت اظكر يولد ؟>>,گال الذيب سابگ يتخمم :<< گطيت شفت اظكر يولد ؟>>,,,,non
source_brute,گال القاضي : <<گولها لك واعطي للنيرب عجلتها >>,گال القاضي : <<گولها لك واعطي للنيرب عجلتها >>,,,,non
source_brute,تسدير في انواكشوط,تسدير في انواكشوط,,,,non
source_brute,انهار هون ماه ابعيد امشيت نسدر في انواكشوط,انهار هون ماه ابعيد امشيت نسدر في انواكشوط,,,,non
source_brute,و جابتن التورس اعل صدرايات آراعيهم في نگر,و جابتن التورس اعل صدرايات اراعيهم في نگر,,,,non
source_brute,شْيٍ واحلِينَ فْيهِ و بِكَتْلِ الْوقْتِ .,شي واحلين فيه و بكتل الوقت .,,,,non
source_brute,اجبرت تحتهم عدد ما يوف من افگاريش والرجال,اجبرت تحتهم عدد ما يوف من افگاريش والرجال,,,,non
source_brute,الطايبيين اوگفت احذاهم لاه انشوف هم افاش واحلين,الطايبيين اوگفت احذاهم لاه انشوف هم افاش واحلين,,,,non
source_brute,لاحظت انهم متگسمين كل اجميع اعلى جهة و متباركه,لاحظت انهم متگسمين كل اجميع اعلي جهه و متباركه,,,,non
source_brute,امع اللعبه ال تختير ؛ هاذ خاطين ظامت واحلين فيها,امع اللعبه ال تختير ؛ هاذ خاطين ظامت واحلين فيها,,,,non
source_brute,وذوك ينزل مرياس .,وذوك ينزل مرياس .,,,,non
source_brute,اصحاب مرياس اربع و فارگ بيهم اجماع اكبير و كل,اصحاب مرياس اربع و فارگ بيهم اجماع اكبير و كل,,,,non
source_brute,فرقة عندها انصارها ال واحلين فيه الا تخراص النزل,فرقه عندها انصارها ال واحلين فيه الا تخراص النزل,,,,non
source_brute,وحدين منهم إحان دورهم لياك ينزل في أبلد ذوك,وحدين منهم احان دورهم لياك ينزل في ابلد ذوك,,,,non
source_brute,اصحاب ظامت دائما الا اثنين والناس لخر الا اتخرص .,اصحاب ظامت دائما الا اثنين والناس لخر الا اتخرص .,,,,non
source_brute,لاحظت ان ياسر من هاذ الناس الا تكوس ال ما عندهم,لاحظت ان ياسر من هاذ الناس الا تكوس ال ما عندهم,,,,non
source_brute,شي واحلين فيه و يكتل الوقت .,شي واحلين فيه و يكتل الوقت .,,,,non
source_brute,ازدواجيت المدين ولفريگ في انواكشوط,ازدواجيت المدين ولفريگ في انواكشوط,,,,non
source_brute,كان الموريتاني إعيش في الفرگان ابعيد عن جو المدينة,كان الموريتاني اعيش في الفرگان ابعيد عن جو المدينه,,,,non
source_brute,وعند ثقافت الخاصه وحيات و نمطها المتميز : اديار اخيام,وعند ثقافت الخاصه وحيات و نمطها المتميز : اديار اخيام,,,,non
source_brute,و وتات اجمال و احمير اقتصاد سرحت الحيوانات يتنگل من,و وتات اجمال و احمير اقتصاد سرحت الحيوانات يتنگل من,,,,non
source_brute,مكان شور اوخر وفجأة اجبر المواطن الموريتاني نفس مفروظ,مكان شور اوخر وفجاه اجبر المواطن الموريتاني نفس مفروظ,,,,non
source_brute,اعليها السكن في الدشر في جو ما كان يعرف : المدينة,اعليها السكن في الدشر في جو ما كان يعرف : المدينه,,,,non
source_brute,والحضر والثقافة العصرية و لخلاط امع ثقافات العالم,والحضر والثقافه العصريه و لخلاط امع ثقافات العالم,,,,non
source_brute,وعاد لابدال من يتكيف امع التقدم التكنولوجي وهاذ هو سبب,وعاد لابدال من يتكيف امع التقدم التكنولوجي وهاذ هو سبب,,,,non
source_brute,وجود ازدواجيت البداوة والتمدن مثلا تجبر,وجود ازدواجيت البداوه والتمدن مثلا تجبر,,,,non
source_brute,مول السيارة الزين المتقدمة وهو متقدم ومثقف إتم ماشي,مول السياره الزين المتقدمه وهو متقدم ومثقف اتم ماشي,,,,non
source_brute,أعلي گدروه إلين يتلاگ، امع صاحب إوگف لثنين في وسط,اعلي گدروه الين يتلاگ، امع صاحب اوگف لثنين في وسط,,,,non
source_brute,الشارع ويتلاو إشد لخبار و يگفل اطريگ ما بيهم انهم ما,الشارع ويتلاو اشد لخبار و يگفل اطريگ ما بيهم انهم ما,,,,non
source_brute,يعرف انهم خالف بيهم الا انهم اتعود أعلي حيات البادية,يعرف انهم خالف بيهم الا انهم اتعود اعلي حيات الباديه,,,,non
source_brute,الواسع ولا فيها مضايقة وإگد لبجاو إوگف امع صاحب وإشد,الواسع ولا فيها مضايقه واگد لبجاو اوگف امع صاحب واشد,,,,non
source_brute,لخبار كيف ابقاو ولا مراهم حد گافلين اعليه اطريگ.,لخبار كيف ابقاو ولا مراهم حد گافلين اعليه اطريگ.,,,,non
source_brute,تكوس في انواكشوط,تكوس في انواكشوط,,,,non
source_brute,من المعقول ان انواكشوط إمتل من تكوس و هاذ,من المعقول ان انواكشوط امتل من تكوس و هاذ,,,,non
source_brute,ال امواسيه ان انواكشوط هو مركز الشغل في,ال امواسيه ان انواكشوط هو مركز الشغل في,,,,non
source_brute,موريتان : فيه الحكومة والوزارات ولدارات و,موريتان : فيه الحكومه والوزارات ولدارات و,,,,non
source_brute,الشرايك لكبارات ورجال لعمال ولا عمال,الشرايك لكبارات ورجال لعمال ولا عمال,,,,non
source_brute,الحر فيه المدارس ال اتخرج اتلاميد فيه اكبر عدد,الحر فيه المدارس ال اتخرج اتلاميد فيه اكبر عدد,,,,non
source_brute,(ِ أم الساركَ ما أتتم الا انْزغْرتَ),( ام السارك ما اتتم الا انزغرت),,,,non
source_brute,الناس كامل تعرف الفظ وقيمتها عكس اهل البادي,الناس كامل تعرف الفظ وقيمتها عكس اهل البادي,,,,non
source_brute,في العمل والعيش .,في العمل والعيش .,,,,non
source_brute,إلين عاد انواكشوط ذ كيفت اوعار فيه اجبار الشغل,الين عاد انواكشوط ذ كيفت اوعار فيه اجبار الشغل,,,,non
source_brute,وكثرت تكوس في الشوارع وگدام الشرايك ولادارات,وكثرت تكوس في الشوارع وگدام الشرايك ولادارات,,,,non
source_brute,وفي اديار ما اتج الدار ما الحگت فيها قدر,وفي اديار ما اتج الدار ما الحگت فيها قدر,,,,non
source_brute,عشرين ارگاج ساكن فيها ماه اولادها وهاذ ارواگيج,عشرين ارگاج ساكن فيها ماه اولادها وهاذ ارواگيج,,,,non
source_brute,امصير اعليهم راجل واحد يمش في الدشر إلين,امصير اعليهم راجل واحد يمش في الدشر الين,,,,non
source_brute,إعود وقت لقد وال لعش يرجع شور الدار ويوكل,اعود وقت لقد وال لعش يرجع شور الدار ويوكل,,,,non
source_brute,ويشرب ويرگد إلين إعود الصبح ولا يعتمد اعلى,ويشرب ويرگد الين اعود الصبح ولا يعتمد اعلي,,,,non
source_brute,روصهم ويعرف ال گال المثل :,روصهم ويعرف ال گال المثل :,,,,non
source_brute,<< أم السارگ ما أتم الا اتزغرت>>,<< ام السارگ ما اتم الا اتزغرت>>,,,,non
source_brute,النقل في انواكشوط,النقل في انواكشوط,,,,non
source_brute,كل صبحاي يوگف ياسر من الناس اعلي احواشي الطرگوات,كل صبحاي يوگف ياسر من الناس اعلي احواشي الطرگوات,,,,non
